chaos_id,canonical_smiles,molecular_formula
26047,CCCOCC#N,C5H9NO
26048,CCCOCC(=O)C(C)C,C8H16O2
26049,CCCOCC(=O)CC,C7H14O2
26050,CCCOCC(=O)CCC,C8H16O2
26051,CCCOCC(=O)CCC(C)C,C10H20O2
26052,CCCOCC(=O)c1ccccc1,C11H14O2
26053,CCCOCC(C)(C)C,C8H18O
26054,CCCOCC(C)=O,C6H12O2
26055,CCCOCC(C)C,C7H16O
26056,CCCOCC(C)O,C6H14O2
26057,CCCOCC(C)OC(C)=O,C8H16O3
26058,CCCOCC(C)OCC(C)O,C9H20O3
26059,CCCOCC(C)OCC(C)OCC(C)O,C12H26O4
26060,CCCOCC(COC)(COC)COCCC,C13H28O4
26061,CCCOCC(COCCC)(COCCC)COCCC,C17H36O4
26062,CCCOCC(CO[N+](=O)[O-])O[N+](=O)[O-],C6H12N2O7
26063,CCCOCC(CO[Si](C)(C)C)O[Si](C)(C)C,C12H30O3Si2
26064,CCCOCC(COc1ccccc1)OCCC,C15H24O3
26065,CCCOCC(Cl)C(C)(C)Cl,C8H16Cl2O
26066,CCCOCC(Cl)CC,C7H15ClO
26067,CCCOCC(N)=O,C5H11NO2
26068,CCCOCC(N)=S,C5H11NOS
26069,CCCOCC(O)(COCCC)CC(C)C,C13H28O3
26070,CCCOCC(O)CCl,C6H13ClO2
26071,CCCOCC(O)CNCCN,C8H20N2O2
26072,CCCOCC(O)CO,C6H14O3
26073,CCCOCC(O)COC(C)(C)C,C10H22O3
26074,CCCOCC(O)COOC(C)(C)C,C10H22O4
26075,CCCOCC1CO1,C6H12O2
26076,CCCOCC1CO[Si](C)(C)O1,C8H18O3Si
26077,CCCOCC1OC(O)C(O)C(O)C1O,C9H18O6
26078,CCCOCCBr,C5H11BrO
26079,CCCOCCC,C6H14O
26080,CCCOCCC#N,C6H11NO
26081,CCCOCCC(=O)CO,C7H14O3
26082,CCCOCCC(=O)O,C6H12O3
26083,CCCOCCC(=O)OC,C7H14O3
26084,CCCOCCC(=O)OCC,C8H16O3
26085,CCCOCCC(=O)OCCC,C9H18O3
26086,CCCOCCC(C)C,C8H18O
26087,CCCOCCC(C)OCCC,C10H22O2
26088,CCCOCCC(N)=O,C6H13NO2
26089,CCCOCCC1=C(C)CCC1=O,C11H18O2
26090,CCCOCCCC=O,C7H14O2
26091,CCCOCCCCCCO,C9H20O2
26092,CCCOCCCCCCOCCC,C12H26O2
26093,CCCOCCCCOCCC,C10H22O2
26094,CCCOCCCO,C6H14O2
26095,CCCOCCCOC,C7H16O2
26096,CCCOCCCOCCCO,C9H20O3
26097,CCCOCCCl,C5H11ClO
26098,CCCOCCI,C5H11IO
26099,CCCOCCN(C(=O)CCl)c1c(CC)cccc1CC,C17H26ClNO2
26100,CCCOCCN(CCOCCC)CCOCCC,C15H33NO3
26101,CCCOCCO,C5H12O2
26102,CCCOCCOC,C6H14O2
26103,CCCOCCOC(C)=O,C7H14O3
26104,CCCOCCOCC,C7H16O2
26105,CCCOCCOCCC,C8H18O2
26106,CCCOCCOCCO,C7H16O3
26107,CCCOCCOCCOCCC,C10H22O3
26108,CCCOCCOCCOCCO,C9H20O4
26109,CCCOCCOCCOCCOCCOCCOCCO,C15H32O7
26110,CCCOCCO[PH](=O)OCCOCCC,C10H23O5P
26111,CCCOCCl,C4H9ClO
26112,CCCOCI,C4H9IO
26113,CCCOCOC,C5H12O2
26114,CCCOCOC(CCl)COC(C)=O,C9H17ClO4
26115,CCCOCOCC,C6H14O2
26116,CCCOCOCCC,C7H16O2
26117,CCCOCOCOCCC,C8H18O3
26118,CCCOCOCOCOCCC,C9H20O4
26119,CCCOC[C@@H](O)COCC,C8H18O3
26120,CCCOC[C@H](C)O,C6H14O2
26121,CCCOCc1ccc2c(c1O)C(=O)c1ccccc1C2=O,C18H16O4
26122,CCCOCc1ccccc1,C10H14O
26123,CCCON=C(C)C,C6H13NO
26124,CCCON=C(CC)CC,C8H17NO
26125,CCCON=C(CCC)CCC,C10H21NO
26126,CCCON=O,C3H7NO2
26127,CCCOO,C3H8O2
26128,CCCOP(=O)(C#CCl)OCCC,C8H14ClO3P
26129,CCCOP(=O)(C#CN(C)C)OCCC,C10H20NO3P
26130,CCCOP(=O)(C#CN(CC)CC)OCCC,C12H24NO3P
26131,CCCOP(=O)(CC(=O)C(=O)OCC)OCCC,C11H21O6P
26132,CCCOP(=O)(CC)OCCC,C8H19O3P
26133,CCCOP(=O)(CC)Oc1ccc([N+](=O)[O-])cc1,C11H16NO5P
26134,CCCOP(=O)(CCC)OCCC,C9H21O3P
26135,CCCOP(=O)(OCCC)OCCC,C9H21O4P
26136,CCCOP(=O)(OCCC)Oc1ccc(SC)cc1,C13H21O4PS
26137,CCCOP(=O)(OCc1ccccc1)OCc1ccccc1,C17H21O4P
26138,CCCOP(=S)(CCC)OCCC,C9H21O2PS
26139,CCCOP(=S)(Cl)Cl,C3H7Cl2OPS
26140,CCCOP(=S)(Cl)OCCC,C6H14ClO2PS
26141,CCCOP(=S)(OCCC)Oc1ccc([N+](=O)[O-])cc1,C12H18NO5PS
26142,CCCOP(=S)(OCCC)SCC(=O)N1CCCCC1C,C14H28NO3PS2
26143,CCCOP(=[SeH])(CCC)OCCC,C9H22O2PSe
26144,CCCOP(C)(=O)N(CC)CC,C8H20NO2P
26145,CCCOP(C)(=O)OCCC,C7H17O3P
26146,CCCOP(C)(=O)OP(N(CC)CC)N(CC)CC,C12H30N2O3P2
26147,CCCOP(C)(=O)Oc1ccc(Cl)cc1,C10H14ClO3P
26148,CCCOP(C)(=O)Oc1ccc([N+](=O)[O-])cc1[N+](=O)[O-],C10H13N2O7P
26149,CCCOP(C)(=S)OCCC,C7H17O2PS
26150,CCCOP(CCC)OCCC,C9H21O2P
26151,CCCOP(Cl)Cl,C3H7Cl2OP
26152,CCCOP(N)(=O)SCCC,C6H16NO2PS
26153,CCCOP(O)OCCC,C6H15O3P
26154,CCCOP(OC)OCCC,C7H17O3P
26155,CCCOP(OCCC)OCCC,C9H21O3P
26156,CCCOP(OCCC)OS(=O)(=O)c1ccc(C)cc1,C13H21O5PS
26157,CCCOP(OCCC)OS(=O)(=O)c1ccccc1,C12H19O5PS
26158,CCCOP(OCCC)OS(C)(=O)=O,C7H17O5PS
26159,CCCOP(OP(=S)(OC(C)C)OC(C)C)N(CC)CC,C13H31NO4P2S
26160,CCCOP1OCC(C)O1,C6H13O3P
26161,CCCOS(=O)(=O)Cl,C3H7ClO3S
26162,CCCOS(=O)(=O)OC,C4H10O4S
26163,CCCOS(=O)(=O)OCC,C5H12O4S
26164,CCCOS(=O)(=O)OCCC,C6H14O4S
26165,CCCOS(=O)(=O)c1ccc(C)cc1,C10H14O3S
26166,CCCOS(=O)(=O)c1ccccc1,C9H12O3S
26167,CCCOS(=O)CC(=O)OC,C6H12O4S
26168,CCCOS(=O)CC(=O)OCC,C7H14O4S
26169,CCCOS(=O)OCCC,C6H14O3S
26170,CCCOS(C)(=O)=O,C4H10O3S
26171,CCCO[As](=O)(OCCC)OCCC,C9H21AsO4
26172,CCCO[As](OCCC)OCCC,C9H21AsO3
26173,CCCO[C@H](C)CO,C6H14O2
26174,CCCO[C@H]1CCS(=O)(=O)C1,C7H14O3S
26175,CCCO[Ge](OCCC)(OCCC)OCCC,C12H28GeO4
26176,CCCO[N+](=O)[O-],C3H7NO3
26177,CCCO[PH](=O)OCCC,C6H15O3P
26178,CCCO[Sb](OCCC)OCCC,C9H21O3Sb
26179,CCCO[SiH](OCCC)OCCC,C9H22O3Si
26180,CCCO[Si](C)(C)C,C6H16OSi
26181,CCCO[Si](C)(C)OCCC,C8H20O2Si
26182,CCCO[Si](C)(OCCC)OCCC,C10H24O3Si
26183,CCCO[Si](CCC(C)C)(OCCC)OCCC,C14H32O3Si
26184,CCCO[Si](Cl)(Cl)Cl,C3H7Cl3OSi
26185,CCCO[Si](OCCC)(OC(C)(C)C)OC(C)(C)C,C14H32O4Si
26186,CCCO[Si](OCCC)(OCCC)OCCC,C12H28O4Si
26187,CCCO[Si](OCCC)(OCCC)c1ccccc1,C15H26O3Si
26188,CCCO[Si](OCCC)(c1ccccc1)c1ccccc1,C18H24O2Si
26189,CCCOc1c(OC)cc(CC#N)cc1OC,C13H17NO3
26190,CCCOc1cc(C)c(C(=O)CC)cc1C,C14H20O2
26191,CCCOc1cc(C)c(C(=O)CCC)cc1C,C15H22O2
26192,CCCOc1cc(C)c(C(=O)Cc2ccccc2)cc1C,C19H22O2
26193,CCCOc1cc(C)c(C(C)=O)cc1C,C13H18O2
26194,CCCOc1cc(C)ccc1C(C)C,C13H20O
26195,CCCOc1ccc(-c2ccc(-c3ccc(C#N)cc3)cc2)cc1,C22H19NO
26196,CCCOc1ccc(/C=N/c2ccc(/N=N/c3ccccc3)cc2)cc1,C22H21N3O
26197,CCCOc1ccc(/C=N/c2ccc(C(=O)O)cc2)cc1,C17H17NO3
26198,CCCOc1ccc(/C=N/c2ccc(O)cc2)cc1,C16H17NO2
26199,CCCOc1ccc(/C=N/c2ccc(OC(=O)CC)cc2)cc1,C19H21NO3
26200,CCCOc1ccc(/C=N/c2ccc(OC(=O)CCC)cc2)cc1,C20H23NO3
26201,CCCOc1ccc(/C=N/c2ccc(OC(C)=O)cc2)cc1,C18H19NO3
26202,CCCOc1ccc(/C=N/c2ccc(OCC)cc2)cc1,C18H21NO2
26203,CCCOc1ccc(/C=N/c2ccc3ccccc3c2)cc1,C20H19NO
26204,CCCOc1ccc(/C=N\c2ccc(OCCC)cc2)cc1,C19H23NO2
26205,CCCOc1ccc(/N=C\c2ccc(OC)cc2)cc1,C17H19NO2
26206,CCCOc1ccc(/N=C\c2ccc(OCC)cc2)cc1,C18H21NO2
26207,CCCOc1ccc(/N=N/c2ccc(C)cc2)cc1,C16H18N2O
26208,CCCOc1ccc(/N=N/c2ccc(C=O)cc2)cc1,C16H16N2O2
26209,CCCOc1ccc(/N=N/c2ccc(CC)cc2)cc1,C17H20N2O
26210,CCCOc1ccc(/N=N/c2ccc(CCC)cc2)cc1,C18H22N2O
26211,CCCOc1ccc(/N=N/c2ccc(OC)cc2)cc1,C16H18N2O2
26212,CCCOc1ccc(/N=N/c2ccc(OCC)cc2)cc1,C17H20N2O2
26213,CCCOc1ccc(/N=N/c2ccc(OCCC)cc2)cc1,C18H22N2O2
26214,CCCOc1ccc(/N=[N+](\[O-])c2ccc(OCCC)cc2)cc1,C18H22N2O3
26215,CCCOc1ccc(/[N+]([O-])=C/c2ccc(OC)cc2)cc1,C17H19NO3
26216,CCCOc1ccc(C#CC#Cc2ccc(C(F)(F)F)cc2)cc1,C20H15F3O
26217,CCCOc1ccc(C#Cc2ccc(F)c(F)c2F)cc1,C17H13F3O
26218,CCCOc1ccc(C#Cc2ccc(F)cc2)cc1,C17H15FO
26219,CCCOc1ccc(C#Cc2ccc(F)cc2F)cc1,C17H14F2O
26220,CCCOc1ccc(C(=O)CC)c(C)c1,C13H18O2
26221,CCCOc1ccc(C(=O)CCC)c(C)c1,C14H20O2
26222,CCCOc1ccc(C(=O)Cc2ccccc2)c(C)c1,C18H20O2
26223,CCCOc1ccc(C(=O)O)cc1,C10H12O3
26224,CCCOc1ccc(C(=O)Oc2ccc(C#N)c(F)c2)cc1,C17H14FNO3
26225,CCCOc1ccc(C(=O)Oc2ccc(C#N)cc2F)cc1,C17H14FNO3
26226,CCCOc1ccc(C(=O)Oc2ccc(OC)cc2)cc1,C17H18O4
26227,CCCOc1ccc(C(C)=O)c(C)c1,C12H16O2
26228,CCCOc1ccc(C)cc1,C10H14O
26229,CCCOc1ccc(C2=Nc3c(c(=O)n(C)c(=O)n3C)CC2)cc1,C18H21N3O3
26230,CCCOc1ccc(CC(O)CCl)cc1,C12H17ClO2
26231,CCCOc1ccc(CC(O)CN(CC)CC)cc1,C16H27NO2
26232,CCCOc1ccc(O)cc1,C9H12O2
26233,CCCOc1ccc(OC(=O)c2ccc(C(C)C)cc2)cc1,C19H22O3
26234,CCCOc1ccc(OC(=O)c2ccc(C(C)CC)cc2)cc1,C20H24O3
26235,CCCOc1ccc(OC(=O)c2ccc(CC(C)C)cc2)cc1,C20H24O3
26236,CCCOc1ccc(OC(=O)c2ccc(CCC)cc2)cc1,C19H22O3
26237,CCCOc1ccc(OC(=O)c2ccc(OC(=O)OC)cc2)cc1,C18H18O6
26238,CCCOc1ccc(OC(=O)c2ccc(OC(=O)OCC)cc2)cc1,C19H20O6
26239,CCCOc1ccc(OC(=O)c2ccc([N+](=O)[O-])cc2)cc1,C16H15NO5
26240,CCCOc1ccc2cc(C#CC#Cc3ccc(F)c(F)c3)ccc2c1,C23H16F2O
26241,CCCOc1ccc2cc(C#CC#Cc3ccc(F)cc3)ccc2c1,C23H17FO
26242,CCCOc1ccc2cc(C#Cc3ccc(F)c(F)c3)ccc2c1,C21H16F2O
26243,CCCOc1cccc(C)c1,C10H14O
26244,CCCOc1cccc(N)c1,C9H13NO
26245,CCCOc1ccccc1,C9H12O
26246,CCCOc1ccccc1C,C10H14O
26247,CCCOc1ccccc1N,C9H13NO
26248,CCCOc1ccccc1O,C9H12O2
26249,CCCOc1cnc(NS(=O)(=O)c2ccccc2)nc1,C13H15N3O3S
26250,CCCOc1cncc(C)n1,C8H12N2O
26251,CCCOc1cnccn1,C7H10N2O
26252,CCCP(=O)(CC(C)N(CC)CC)CC(C)N(CC)CC,C17H39N2OP
26253,CCCP(=O)(CCC)CCC,C9H21OP
26254,CCCP(=O)(CCN(CC)CC)CCN(CC)CC,C15H35N2OP
26255,CCCP(=O)(Cl)Cl,C3H7Cl2OP
26256,CCCP(=O)(OC)OC,C5H13O3P
26257,CCCP(=O)(OCC)OCC,C7H17O3P
26258,CCCP(=S)(OCC)OCC,C7H17O2PS
26259,CCCP(=[SeH])(OCC)OCC,C7H18O2PSe
26260,CCCP(CC#N)CCC,C8H16NP
26261,CCCP(CC(C)N(CC)CC)C(C)CN(CC)CC,C17H39N2P
26262,CCCP(CCC)(CCC)=N[Ge](Cl)(Cl)Cl,C9H21Cl3GeNP
26263,CCCP(CCC)CCC,C9H21P
26264,CCCP(CCN(CC)CC)CCN(CC)CC,C15H35N2P
26265,CCCP(OCC)OCC,C7H17O2P
26266,CCCP1(=O)OP(=O)(CCC)OP(=O)(CCC)O1,C9H21O6P3
26267,CCCS,C3H8S
26268,CCCS(=O)(=O)CC,C5H12O2S
26269,CCCS(=O)(=O)CCC,C6H14O2S
26270,CCCS(=O)(=O)Cl,C3H7ClO2S
26271,CCCS(=O)(=O)N1C(=O)c2ccccc2C1=O,C11H11NO4S
26272,CCCS(=O)(=O)Nc1ccc(C)cc1,C10H15NO2S
26273,CCCS(=O)(=O)Nc1cccc2ccccc12,C13H15NO2S
26274,CCCS(=O)(=O)OC,C4H10O3S
26275,CCCS(=O)(=O)OCCCl,C5H11ClO3S
26276,CCCS(=O)(=O)O[Si](C)(C)C,C6H16O3SSi
26277,CCCS(=O)(=O)c1ccccc1,C9H12O2S
26278,CCCS(=O)C(C)C,C6H14OS
26279,CCCS(=O)CC,C5H12OS
26280,CCCS(=O)CCC,C6H14OS
26281,CCCS(=O)OC,C4H10O2S
26282,CCCS(=O)SC(=O)OC,C5H10O3S2
26283,CCCS(=O)c1ccc2nc(NC(=O)OC)[nH]c2c1,C12H15N3O3S
26284,CCCS(C)(=O)=O,C4H10O2S
26285,CCCS(C)=O,C4H10OS
26286,CCCSB(CCC)CCC,C9H21BS
26287,CCCSB(SCCC)SCCC,C9H21BS3
26288,CCCSC,C4H10S
26289,CCCSC#N,C4H7NS
26290,CCCSC(=O)N(CCC)CCC,C10H21NOS
26291,CCCSC(=O)Oc1ccc(C)cc1,C11H14O2S
26292,CCCSC(=O)Oc1ccc(Cl)cc1,C10H11ClO2S
26293,CCCSC(=O)Oc1ccccc1,C10H12O2S
26294,CCCSC(C)=O,C5H10OS
26295,CCCSC(C)C,C6H14S
26296,CCCSC(CC(=O)O)C(=O)O,C7H12O4S
26297,CCCSC/C=C/c1ccccc1,C12H16S
26298,CCCSC1=NCCN1,C6H12N2S
26299,CCCSCC(CCC)OCN(CC)CC,C13H29NOS
26300,CCCSCC(CCC)OCN1CCCCC1,C14H29NOS
26301,CCCSCC(CCC)OCN1CCCCCC1,C15H31NOS
26302,CCCSCC(CCC)OCN1CCOCC1,C13H27NO2S
26303,CCCSCC(O)CCC,C8H18OS
26304,CCCSCCC,C6H14S
26305,CCCSCCl,C4H9ClS
26306,CCCSCNC(=O)NCSCCC,C9H20N2OS2
26307,CCCSCc1ccccc1,C10H14S
26308,CCCSP(=O)(OCC)SCCC,C8H19O2PS2
26309,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,C11H15Cl2O2PS2
26310,CCCSP(SCCC)N(CC)CC,C10H24NPS2
26311,CCCSSC,C4H10S2
26312,CCCSSC(C)C,C6H14S2
26313,CCCSSCC,C5H12S2
26314,CCCSSCCC,C6H14S2
26315,CCCSSSSCCC,C6H14S4
26316,CCCS[As](SCCC)SCCC,C9H21AsS3
26317,CCC[As](C)C,C5H13As
26318,CCC[As](C)CCC,C7H17As
26319,CCC[As](CC)c1ccccc1,C11H17As
26320,CCC[As](CCC)CCC,C9H21As
26321,CCC[As](CCC)c1ccccc1,C12H19As
26322,CCC[As](Cl)Cl,C3H7AsCl2
26323,CCC[As](c1ccccc1)c1ccccc1,C15H17As
26324,CCC[Bi](CCC)CCC,C9H21Bi
26325,CCC[C@@H](C)CC(=O)O,C7H14O2
26326,CCC[C@@H](C)CCCCCCCCCCCC(=O)OCC,C19H38O2
26327,CCC[C@@H](C)CCCCCCCCCCCCO,C17H36O
26328,CCC[C@@H](C)NC,C6H15N
26329,CCC[C@@H](C)OC[C@H](O)COC,C9H20O3
26330,CCC[C@@H](NC(=O)CC)C(=O)CC,C10H19NO2
26331,CCC[C@@](C)(O)CC,C7H16O
26332,CCC[C@H](C)C(C)C,C8H18
26333,CCC[C@H](C)CC,C7H16
26334,CCC[C@H](C)COC,C7H16O
26335,CCC[C@H](C)O,C5H12O
26336,CCC[C@H](C)S,C5H12S
26337,CCC[C@H](NC(=O)[C@@H](C)N)C(=O)O,C8H16N2O3
26338,CCC[C@H](O)CC,C6H14O
26339,CCC[C@H]1CO1,C5H10O
26340,CCC[Ge](CCC)(CCC)CCC,C12H28Ge
26341,CCC[N+](=O)[O-],C3H7NO2
26342,CCC[SiH2]CCC,C6H16Si
26343,CCC[SiH3],C3H10Si
26344,CCC[SiH](C)C,C5H14Si
26345,CCC[SiH](C)CCC,C7H18Si
26346,CCC[SiH](CC)CCC,C8H20Si
26347,CCC[SiH](CCC)CCC,C9H22Si
26348,CCC[Si](C)(C)C,C6H16Si
26349,CCC[Si](C)(C)CCC,C8H20Si
26350,CCC[Si](C)(C)Cl,C5H13ClSi
26351,CCC[Si](C)(C)N[Si](C)(C)CCC,C10H27NSi2
26352,CCC[Si](C)(C)OC,C6H16OSi
26353,CCC[Si](C)(CCC)CCC,C10H24Si
26354,CCC[Si](C)(Cl)Cl,C4H10Cl2Si
26355,CCC[Si](C)(OC)OC,C6H16O2Si
26356,CCC[Si](CC)(CC)CC,C9H22Si
26357,CCC[Si](CC)(CC)CCC,C10H24Si
26358,CCC[Si](CC)(CCC)CCC,C11H26Si
26359,CCC[Si](CCC)(CCC)CC(C)C(=O)OC,C14H30O2Si
26360,CCC[Si](CCC)(CCC)CCC,C12H28Si
26361,CCC[Si](CCC)(CCC)CCCOC(C)=O,C14H30O2Si
26362,CCC[Si](CCC)(CCC)OC,C10H24OSi
26363,CCC[Si](CCC)(CCC)OC(=O)CC,C12H26O2Si
26364,CCC[Si](CCC)(CCC)OC(C)=O,C11H24O2Si
26365,CCC[Si](CCC)(CCC)O[Si](CCC)(CCC)CCC,C18H42OSi2
26366,CCC[Si](CCC)(OCC)OCC,C10H24O2Si
26367,CCC[Si](Cl)(CCC)CCC,C9H21ClSi
26368,CCC[Si](Cl)(CCC)CCCOC(C)=O,C11H23ClO2Si
26369,CCC[Si](Cl)(Cl)CCCOC(C)=O,C8H16Cl2O2Si
26370,CCC[Si](Cl)(Cl)Cl,C3H7Cl3Si
26371,CCC[Si](F)(CCC)CC(C)C(=O)OC,C11H23FO2Si
26372,CCC[Si](F)(CCC)CCCOC(C)=O,C11H23FO2Si
26373,CCC[Si](F)(F)CCCOC(C)=O,C8H16F2O2Si
26374,CCC[Si](O)(CCC)CCC,C9H22OSi
26375,CCC[Si](OC(C)=O)(OC(C)=O)OC(C)=O,C9H16O6Si
26376,CCC[Si](OC)(OC)OC,C6H16O3Si
26377,CCC[Si](OCC)(OCC)OCC,C9H22O3Si
26378,CCC[Si]1(CCC)CC=CC1,C10H20Si
26379,CCC[Si]1(CCC)CCCCC1,C11H24Si
26380,CCC[Te]CCC,C6H14Te
26381,CCC[n+]1[n-]oc(=O)c1C,C6H10N2O2
26382,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1ccc(C(C)=O)cc1,C15H16N4O2S
26383,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1ccc(C)cc1[N+](=O)[O-],C14H15N5O3S
26384,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1ccc(O)cc1,C13H14N4O2S
26385,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1ccc(OCC)cc1,C15H18N4O2S
26386,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1cccc(Br)c1,C13H13BrN4OS
26387,CCCc1[nH]c(=S)[nH]c(=O)c1/N=N/c1ccccc1O,C13H14N4O2S
26388,CCCc1c(C)c2ccccc2c2ccccc12,C18H18
26389,CCCc1c(C)cc(C)cc1C,C12H18
26390,CCCc1c(C)ccc(C)c1N,C11H17N
26391,CCCc1c(C)ccc2c1CCCC2,C14H20
26392,CCCc1c(C)ccc2c1ccc1ccccc12,C18H18
26393,CCCc1c(C)ccc2ccccc12,C14H16
26394,CCCc1c(C)cccc1C,C11H16
26395,CCCc1c(C)cccc1O,C10H14O
26396,CCCc1c(C)n(P(=O)(OCC)OCC)c(SC)nc1=O,C13H23N2O4PS
26397,CCCc1c(C)nc(SC)[nH]c1=O,C9H14N2OS
26398,CCCc1c(C)nc2cccc(C)n2c1=O,C13H16N2O
26399,CCCc1c(C)nc2ccccn2c1=O,C12H14N2O
26400,CCCc1c(C)no[n+]1[O-],C6H10N2O2
26401,CCCc1c(C)oc(C)c1C(=O)OC(C)(C)C,C14H22O3
26402,CCCc1c(CC)c2ccccc2c2ccccc12,C19H20
26403,CCCc1c(CC)no[n+]1[O-],C7H12N2O2
26404,CCCc1c(CCC)c(CCC)c(CCC)c(CCC)c1CCC,C24H42
26405,CCCc1c(CCC)c2ccccc2c2ccccc12,C20H22
26406,CCCc1c(O)c(O)c2c(c1CCC)OCO2,C13H18O4
26407,CCCc1c2ccc(C)cc2cc2c1ccc1ccccc12,C22H20
26408,CCCc1c2ccccc2c(C)c2ccccc12,C18H18
26409,CCCc1c2ccccc2c(CCC)c2c1ccc1ccccc12,C24H24
26410,CCCc1c2ccccc2c(CCC)c2ccccc12,C20H22
26411,CCCc1c2ccccc2cc2c1ccc1ccccc12,C21H18
26412,CCCc1c2ccccc2cc2ccccc12,C17H16
26413,CCCc1cc(-c2ccccc2)[nH]c(=O)n1,C13H14N2O
26414,CCCc1cc(-c2ccccc2)nc(C)n1,C14H16N2
26415,CCCc1cc(-c2ccccc2)nc(Cl)n1,C13H13ClN2
26416,CCCc1cc(-c2ccccc2)ncn1,C13H14N2
26417,CCCc1cc(=O)[nH]c(-c2ccccc2)n1,C13H14N2O
26418,CCCc1cc(=O)[nH]c(=S)[nH]1,C7H10N2OS
26419,CCCc1cc(=O)[nH]c(C)n1,C8H12N2O
26420,CCCc1cc(=O)n(C)c(=O)n1C,C9H14N2O2
26421,CCCc1cc(C(=O)OCC)ccn1,C11H15NO2
26422,CCCc1cc(C(C)=O)c(C)n1C(C)C,C13H21NO
26423,CCCc1cc(C(N)=S)ccn1,C9H12N2S
26424,CCCc1cc(C)c(C)cc1C,C12H18
26425,CCCc1cc(C)c2cc(C)cc(N)c2n1,C14H18N2
26426,CCCc1cc(C)c2cc(C)cc([N+](=O)[O-])c2n1,C14H16N2O2
26427,CCCc1cc(C)cc(C)c1,C11H16
26428,CCCc1cc(C)ccc1C,C11H16
26429,CCCc1cc(C)ccc1N,C10H15N
26430,CCCc1cc(C)ccc1O,C10H14O
26431,CCCc1cc(C)co1,C8H12O
26432,CCCc1cc(Cl)cc(Cl)c1O,C9H10Cl2O
26433,CCCc1cc(Cl)nc(-c2ccccc2)n1,C13H13ClN2
26434,CCCc1cc(Cl)nc(C)n1,C8H11ClN2
26435,CCCc1cc(O)cc(OC)c1,C10H14O2
26436,CCCc1cc(O)ccc1C,C10H14O
26437,CCCc1cc(OC)c2c(c1)OCO2,C11H14O3
26438,CCCc1cc(OC)cc(OC)c1,C11H16O2
26439,CCCc1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,C9H10N2O5
26440,CCCc1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,C9H10N2O5
26441,CCCc1cc2c(cc1C(=O)CC)CCCC2,C16H22O
26442,CCCc1cc2c(cc1C(C)=O)CCCC2,C15H20O
26443,CCCc1cc2c(cc1C(C)C)CCCC2,C16H24
26444,CCCc1cc2c(cc1C)CCCC2,C14H20
26445,CCCc1cc2c(cc1CC)CCCC2,C15H22
26446,CCCc1cc2c(cc1CCC)CCCC2,C16H24
26447,CCCc1cc2c3ccccc3ccc2c2ccccc12,C21H18
26448,CCCc1cc2cccc3ccc4cccc1c4c32,C19H16
26449,CCCc1cc2ccccc2c2ccccc12,C17H16
26450,CCCc1cc2ccccc2cc1C,C14H16
26451,CCCc1cc2ccccc2cc1C(C)C,C16H20
26452,CCCc1cc2ccccc2cc1CC,C15H18
26453,CCCc1cc2ccccc2cc1CCC,C16H20
26454,CCCc1cc2ccccc2s1,C11H12S
26455,CCCc1cc[nH]c1,C7H11N
26456,CCCc1cc[nH]n1,C6H10N2
26457,CCCc1ccc(-c2cc(F)cc(F)c2)cc1,C15H14F2
26458,CCCc1ccc(-c2ccc(C#N)cc2)cc1,C16H15N
26459,CCCc1ccc(-c2ccc(SC#N)cc2)cc1,C16H15NS
26460,CCCc1ccc(/C=N/c2ccc(C#N)cc2)cc1,C17H16N2
26461,CCCc1ccc(/N=C/c2ccc(Cl)cc2)cc1,C16H16ClN
26462,CCCc1ccc(/N=C/c2ccc([N+](=O)[O-])cc2)cc1,C16H16N2O2
26463,CCCc1ccc(/N=N/c2ccc(OC)cc2)cc1,C16H18N2O
26464,CCCc1ccc(/N=N/c2ccc(OCC)cc2)cc1,C17H20N2O
26465,CCCc1ccc(C#CC#Cc2ccc(F)c(F)c2)cc1,C19H14F2
26466,CCCc1ccc(C#CC#Cc2ccc(F)cc2)cc1,C19H15F
26467,CCCc1ccc(C#CC#Cc2ccc(N(C)C)cc2)cc1,C21H21N
26468,CCCc1ccc(C#CC#Cc2ccc(N)cc2)cc1,C19H17N
26469,CCCc1ccc(C#Cc2ccc(C#CC3CCC(CC)CC3)cc2)cc1,C27H30
26470,CCCc1ccc(C#Cc2ccc(C#Cc3ccc(C)cc3)cc2C)cc1,C27H24
26471,CCCc1ccc(C#Cc2ccc(F)c(F)c2)cc1,C17H14F2
26472,CCCc1ccc(C#Cc2ccc(F)cc2)cc1,C17H15F
26473,CCCc1ccc(C#Cc2ccc(I)c(C)c2)cc1,C18H17I
26474,CCCc1ccc(C#Cc2ccc(N)c(C)c2)cc1,C18H19N
26475,CCCc1ccc(C(=O)CCC(=O)O)cc1,C13H16O3
26476,CCCc1ccc(C(=O)O)cc1,C10H12O2
