chaos_id,canonical_smiles,molecular_formula
4864,C=CCOc1ccc(C#Cc2ccc(C(F)(F)F)cc2)cc1,C18H13F3O
4865,C=CCOc1ccc(C#Cc2ccc([N+](=O)[O-])cc2)cc1,C17H13NO3
4866,C=CCOc1ccc(C(=O)OC2CC(C)CCC2C(C)C)cc1,C20H28O3
4867,C=CCOc1ccc(C)cc1,C10H12O
4868,C=CCOc1ccc(CC(=O)O)cc1Cl,C11H11ClO3
4869,C=CCOc1ccc(O)c2c1C(=O)c1ccccc1C2=O,C17H12O4
4870,C=CCOc1ccc(OC(=O)c2ccc(C#N)s2)cc1,C15H11NO3S
4871,C=CCOc1ccc(OC(=O)c2ccc(OC)s2)cc1,C15H14O4S
4872,C=CCOc1ccc(OCC=C)c2c1C(=O)c1ccccc1C2=O,C20H16O4
4873,C=CCOc1ccc2c(c1OCC=C)OCO2,C13H14O4
4874,C=CCOc1cccc2c1C(=O)c1c(O)cccc1C2=O,C17H12O4
4875,C=CCOc1cccc2c1C(=O)c1c(OCC=C)cccc1C2=O,C20H16O4
4876,C=CCOc1ccccc1,C9H10O
4877,C=CCOc1ccccc1Cl,C9H9ClO
4878,C=CCOc1ccccc1OC[C@H](O)CNC(C)C,C15H23NO3
4879,C=CCOc1nc(OCC=C)nc(OCC=C)n1,C12H15N3O3
4880,C=CCP(=O)(OCC)OCC,C7H15O3P
4881,C=CCP(=O)(OCCCC)OCCCC,C11H23O3P
4882,C=CCS,C3H6S
4883,C=CCS(=O)(=O)CC,C5H10O2S
4884,C=CCS(=O)(=O)Cc1ccccc1,C10H12O2S
4885,C=CCS(=O)(=O)Cl,C3H5ClO2S
4886,C=CCS(=O)(=O)OC,C4H8O3S
4887,C=CCS(=O)(=O)OCC,C5H10O3S
4888,C=CCS(=O)(=O)c1ccc(C)cc1,C10H12O2S
4889,C=CCS(=O)(=O)c1ccccc1,C9H10O2S
4890,C=CCS(=O)CC,C5H10OS
4891,C=CCS(=O)CCCC,C7H14OS
4892,C=CCS(=O)CCCCCCCC,C11H22OS
4893,C=CCS(=O)OC(C)C,C6H12O2S
4894,C=CCS(=O)OCC(C)C,C7H14O2S
4895,C=CCS(=O)OCCC,C6H12O2S
4896,C=CCS(=O)OCCCC,C7H14O2S
4897,C=CCS(=O)OCCCCC,C8H16O2S
4898,C=CCS(C)(=O)=O,C4H8O2S
4899,C=CCSC,C4H8S
4900,C=CCSC(=O)OCCOCC,C8H14O3S
4901,C=CCSC(=O)OCCSC,C7H12O2S2
4902,C=CCSC(=O)Oc1ccc(C)cc1,C11H12O2S
4903,C=CCSC(=S)C(C)C,C7H12S2
4904,C=CCSC(=S)CC,C6H10S2
4905,C=CCSC(=S)OCC,C6H10OS2
4906,C=CCSC(=S)OCCSC,C7H12OS3
4907,C=CCSC(C)(C)C,C7H14S
4908,C=CCSC(C)=S,C5H8S2
4909,C=CCSC(F)(F)F,C4H5F3S
4910,C=CCSC=C,C5H8S
4911,C=CCSCC,C5H10S
4912,C=CCSCC(C)Nc1ccc(C)cc1,C13H19NS
4913,C=CCSCC(C)Nc1ccc(Cl)cc1,C12H16ClNS
4914,C=CCSCC(C)Nc1ccc(OC)cc1,C13H19NOS
4915,C=CCSCC(C)Nc1ccc([N+](=O)[O-])cc1,C12H16N2O2S
4916,C=CCSCC(C)Nc1ccccc1,C12H17NS
4917,C=CCSCC(CSCC=C)(CSCC=C)CSCC=C,C17H28S4
4918,C=CCSCC=C,C6H10S
4919,C=CCSCCC,C6H12S
4920,C=CCSCCCl,C5H9ClS
4921,C=CCSCCO,C5H10OS
4922,C=CCSCCOC(C)OCCSCC=C,C12H22O2S2
4923,C=CCSCCOC=C,C7H12OS
4924,C=CCSCCl,C4H7ClS
4925,C=CCSCc1ccccc1,C10H12S
4926,C=CCSSCC=C,C6H10S2
4927,C=CC[As](CC=C)CC=C,C9H15As
4928,C=CC[C@@H]1C[C@H]2C=C[C@@H]1C2,C10H14
4929,C=CC[C@@](C)(C(=O)OCC)S(=O)(=O)c1ccc([N+](=O)[O-])cc1,C14H17NO6S
4930,C=CC[C@H](C)CC,C7H14
4931,C=CC[Ge](C)(C)C,C6H14Ge
4932,C=CC[Ge](Cl)(Cl)Cl,C3H5Cl3Ge
4933,C=CC[Se]C,C4H8Se
4934,C=CC[SiH](C)C,C5H12Si
4935,C=CC[SiH](C)CC=C,C7H14Si
4936,C=CC[SiH](CC=C)CC=C,C9H16Si
4937,C=CC[SiH](Cl)Cl,C3H6Cl2Si
4938,C=CC[Si](C(C)C)(C(C)C)C(C)C,C12H26Si
4939,C=CC[Si](C)(C)C,C6H14Si
4940,C=CC[Si](C)(C)C(C)(C)C,C9H20Si
4941,C=CC[Si](C)(C)CC=C,C8H16Si
4942,C=CC[Si](C)(C)CCl,C6H13ClSi
4943,C=CC[Si](C)(C)Cl,C5H11ClSi
4944,C=CC[Si](C)(C)c1ccccc1,C11H16Si
4945,C=CC[Si](C)(CC=C)C/C=C/C,C11H20Si
4946,C=CC[Si](C)(CC=C)CC=C,C10H18Si
4947,C=CC[Si](C)(CC=C)c1ccccc1,C13H18Si
4948,C=CC[Si](C)(CCl)CC=C,C8H15ClSi
4949,C=CC[Si](C)(Cl)Cl,C4H8Cl2Si
4950,C=CC[Si](C)(c1ccccc1)c1ccccc1,C16H18Si
4951,C=CC[Si](C=C)(C=C)C=C,C9H14Si
4952,C=CC[Si](C=C)(C=C)CC=C,C10H16Si
4953,C=CC[Si](CC=C)(CC=C)CC=C,C12H20Si
4954,C=CC[Si](CC=C)(CC=C)c1ccc(Cl)cc1,C15H19ClSi
4955,C=CC[Si](CC=C)(CC=C)c1ccccc1,C15H20Si
4956,C=CC[Si](CC=C)(c1ccccc1)c1ccccc1,C18H20Si
4957,C=CC[Si](CCl)(CC=C)CC=C,C10H17ClSi
4958,C=CC[Si](Cl)(Cl)CC=C,C6H10Cl2Si
4959,C=CC[Si](Cl)(Cl)Cl,C3H5Cl3Si
4960,C=CC[Si](Cl)(Cl)c1ccccc1,C9H10Cl2Si
4961,C=CC[Si](OC)(OC)OC,C6H14O3Si
4962,C=CC[Si](OCC)(OCC)OCC,C9H20O3Si
4963,C=CC[Si](c1ccccc1)(c1ccccc1)c1ccccc1,C21H20Si
4964,C=CC[Te]CC=C,C6H10Te
4965,C=CCc1c(C)cc(C)cc1C,C12H16
4966,C=CCc1c(O)c(O)c2c(c1CC=C)OCO2,C13H14O4
4967,C=CCc1c(O)cc(O)c(C(=O)CCC(C)C)c1O,C15H20O4
4968,C=CCc1c(O)cc(O)c(C(=O)CCCCC)c1O,C15H20O4
4969,C=CCc1c(OC(C)=O)ccc2ccccc12,C15H14O2
4970,C=CCc1cc(Br)ccc1O,C9H9BrO
4971,C=CCc1cc(Br)ccc1OC(=O)c1ccccc1,C16H13BrO2
4972,C=CCc1cc(C)ccc1OC(C)=O,C12H14O2
4973,C=CCc1cc(CC=C)c(O)c(CC=C)c1,C15H18O
4974,C=CCc1cc(Cl)c(O)c(Cl)c1,C9H8Cl2O
4975,C=CCc1cc(OC)c(OC)cc1OC,C12H16O3
4976,C=CCc1cc(OC)c2c(c1)OCO2,C11H12O3
4977,C=CCc1cc(OC)c2c(c1OC)OCO2,C12H14O4
4978,C=CCc1cc2c(c(OC)c1OC)OCO2,C12H14O4
4979,C=CCc1ccc(C)cc1,C10H12
4980,C=CCc1ccc(O)c(OC)c1,C10H12O2
4981,C=CCc1ccc(O)cc1,C9H10O
4982,C=CCc1ccc(OC(C)=O)c(OC)c1,C12H14O3
4983,C=CCc1ccc(OC)c(O)c1,C10H12O2
4984,C=CCc1ccc(OC)c(OC)c1,C11H14O2
4985,C=CCc1ccc(OC)cc1,C10H12O
4986,C=CCc1ccc(OCC(=O)Nc2ccccc2)c(OC)c1,C18H19NO3
4987,C=CCc1ccc(OCC(=O)O)c(OC)c1,C12H14O4
4988,C=CCc1ccc(OCC)c(OC)c1,C12H16O2
4989,C=CCc1ccc(OCC)cc1,C11H14O
4990,C=CCc1ccc2c(c1)OCO2,C10H10O2
4991,C=CCc1ccc2c(c1O)C(=O)c1c(O)cccc1C2,C17H14O3
4992,C=CCc1ccc2c(c1O)C(=O)c1c(O)cccc1C2=O,C17H12O4
4993,C=CCc1ccc2c(c1O)C(=O)c1c(ccc(CC=C)c1O)C2=O,C20H16O4
4994,C=CCc1cccc(C(=O)O)c1O,C10H10O3
4995,C=CCc1cccc(C)c1OC(C)=O,C12H14O2
4996,C=CCc1cccc(Cl)c1O,C9H9ClO
4997,C=CCc1cccc(OC)c1O,C10H12O2
4998,C=CCc1cccc2ccccc12,C13H12
4999,C=CCc1ccccc1,C9H10
5000,C=CCc1ccccc1O,C9H10O
5001,C=CCc1ccccc1OC,C10H12O
5002,C=CCc1ccccc1OCC(O)CNC(C)C,C15H23NO2
5003,C=CCl,C2H3Cl
5004,C=CF,C2H3F
5005,C=CI,C2H3I
5006,C=CN,C2H5N
5007,C=CN(C(C)=O)c1ccccc1,C10H11NO
5008,C=CN(C)C,C4H9N
5009,C=CN(C)C(C)=O,C5H9NO
5010,C=CN(C)C=O,C4H7NO
5011,C=CN(C)c1ccc2ccccc2c1,C13H13N
5012,C=CN(C)c1ccccc1,C9H11N
5013,C=CN(C=C)C1CCCCC1,C10H17N
5014,C=CN(C=C)Cc1ccccc1,C11H13N
5015,C=CN(CC)CC,C6H13N
5016,C=CN(Cl)C(=O)OCC,C5H8ClNO2
5017,C=CN(c1ccc(C)cc1)c1cccc2ccccc12,C19H17N
5018,C=CN(c1ccccc1)C1CCCCC1,C14H19N
5019,C=CN(c1ccccc1)c1ccc2ccccc2c1,C18H15N
5020,C=CN(c1ccccc1)c1cccc2ccccc12,C18H15N
5021,C=CN(c1ccccc1)c1ccccc1,C14H13N
5022,C=CN1C(=O)C(=O)c2ccccc21,C10H7NO2
5023,C=CN1C(=O)C2CC=CCC2C1=O,C10H11NO2
5024,C=CN1C(=O)CC(C)CC1=O,C8H11NO2
5025,C=CN1C(=O)CC(CCCCC)C1=O,C11H17NO2
5026,C=CN1C(=O)CCC1=O,C6H7NO2
5027,C=CN1C(=O)CCC1C,C7H11NO
5028,C=CN1C(=O)CCC1c1ccccc1,C12H13NO
5029,C=CN1C(=O)CCCC1=O,C7H9NO2
5030,C=CN1C(=O)c2cccc(CC)c2C1=O,C12H11NO2
5031,C=CN1C(=O)c2cccc3cccc1c23,C13H9NO
5032,C=CN1C(=O)c2ccccc2C1=O,C10H7NO2
5033,C=CN1C(=O)c2ccccc2S1=O,C9H7NO2S
5034,C=CN1CCC(C)C1=O,C7H11NO
5035,C=CN1CCC(Cc2ccccc2)C1=O,C13H15NO
5036,C=CN1CCCC1=O,C6H9NO
5037,C=CN1CCCCC1=O,C7H11NO
5038,C=CN1CCCCCC1=O,C8H13NO
5039,C=CN1CCCCCCCC1=O,C10H17NO
5040,C=CN1CCOCC1,C6H11NO
5041,C=CN1CCSC1=O,C5H7NOS
5042,C=CN=C(c1ccccc1)c1ccccc1,C15H13N
5043,C=CNC(=O)C(C)C,C6H11NO
5044,C=CNC1CCCCC1,C8H15N
5045,C=CNC=O,C3H5NO
5046,C=CNCC,C4H9N
5047,C=CNCCCC,C6H13N
5048,C=CNCCCCCCCCCCCC,C14H29N
5049,C=CNCc1ccccc1,C9H11N
5050,C=CO,C2H4O
5051,C=COC,C3H6O
5052,C=COC(=O)/C=C/C,C6H8O2
5053,C=COC(=O)/C=C/c1ccccc1,C11H10O2
5054,C=COC(=O)C(=C)C,C6H8O2
5055,C=COC(=O)C(C)(C)CC(C)(C)C,C11H20O2
5056,C=COC(=O)C(C)(CCC)CCCC,C12H22O2
5057,C=COC(=O)C(CC)CC,C8H14O2
5058,C=COC(=O)C(CC)CCCC,C10H18O2
5059,C=COC(=O)C(Cl)(Cl)Cl,C4H3Cl3O2
5060,C=COC(=O)C(Cl)Cl,C4H4Cl2O2
5061,C=COC(=O)C(F)(F)C(F)(F)F,C5H3F5O2
5062,C=COC(=O)C(F)(F)F,C4H3F3O2
5063,C=COC(=O)C1(C)CCCC2(C)C3CCC(C(C)C)=CC3=CCC12,C22H32O2
5064,C=COC(=O)C1CC(CC(=O)OCC(CC)CCCC)C1(C)C,C19H32O4
5065,C=COC(=O)C1CC(CC(=O)OCC)C1(C)C,C13H20O4
5066,C=COC(=O)C1CC(CC(=O)OCCC2CCC3CC2C3(C)C)C1(C)C,C22H34O4
5067,C=COC(=O)C1CC(CC(=O)OCCCC)C1(C)C,C15H24O4
5068,C=COC(=O)C=C,C5H6O2
5069,C=COC(=O)CC,C5H8O2
5070,C=COC(=O)CC1CC(C(=O)OC=C)C1(C)C,C13H18O4
5071,C=COC(=O)CC1CC(C(=O)OCC(CC)CCCC)C1(C)C,C19H32O4
5072,C=COC(=O)CC1CC(C(=O)OCC)C1(C)C,C13H20O4
5073,C=COC(=O)CC1CC(C(=O)OCCCC)C1(C)C,C15H24O4
5074,C=COC(=O)CCC,C6H10O2
5075,C=COC(=O)CCC(=O)OC,C7H10O4
5076,C=COC(=O)CCCC,C7H12O2
5077,C=COC(=O)CCCC(=O)OC,C8H12O4
5078,C=COC(=O)CCCC(=O)OC=C,C9H12O4
5079,C=COC(=O)CCCCC,C8H14O2
5080,C=COC(=O)CCCCC(=O)OC,C9H14O4
5081,C=COC(=O)CCCCC(=O)OC=C,C10H14O4
5082,C=COC(=O)CCCCC(=O)OCC,C10H16O4
5083,C=COC(=O)CCCCC(=O)OCCC,C11H18O4
5084,C=COC(=O)CCCCC(=O)OCCCC,C12H20O4
5085,C=COC(=O)CCCCC(=O)OCCCCC,C13H22O4
5086,C=COC(=O)CCCCC(=O)OCCCCCC,C14H24O4
5087,C=COC(=O)CCCCCC(=O)OC,C10H16O4
5088,C=COC(=O)CCCCCC(=O)OC=C,C11H16O4
5089,C=COC(=O)CCCCCC(C)C,C11H20O2
5090,C=COC(=O)CCCCCCC,C10H18O2
5091,C=COC(=O)CCCCCCC/C=C\C/C=C\CCCCC,C20H34O2
5092,C=COC(=O)CCCCCCC/C=C\CCCCCCCC,C20H36O2
5093,C=COC(=O)CCCCCCCC,C11H20O2
5094,C=COC(=O)CCCCCCCC(=O)OC,C12H20O4
5095,C=COC(=O)CCCCCCCC(=O)OC=C,C13H20O4
5096,C=COC(=O)CCCCCCCCC(=O)OC=C,C14H22O4
5097,C=COC(=O)CCCCCCCCCCC,C14H26O2
5098,C=COC(=O)CCCCCCCCCCCCC,C16H30O2
5099,C=COC(=O)CCCCCCCCCCCCCCC,C18H34O2
5100,C=COC(=O)CCl,C4H5ClO2
5101,C=COC(=O)COC,C5H8O3
5102,C=COC(=O)Cc1ccccc1,C10H10O2
5103,C=COC(=O)c1cc(Cl)c(Cl)c(Cl)c1Cl,C9H4Cl4O2
5104,C=COC(=O)c1cc(OC)c(OC)c(OC)c1,C12H14O5
5105,C=COC(=O)c1ccc(-c2ccccc2)cc1,C15H12O2
5106,C=COC(=O)c1ccc(C(=O)O)cc1,C10H8O4
5107,C=COC(=O)c1ccc(C(=O)OC)cc1,C11H10O4
5108,C=COC(=O)c1ccc(C(=O)OC=C)cc1,C12H10O4
5109,C=COC(=O)c1ccc(C(=O)OCC(CC)CCCC)cc1,C18H24O4
5110,C=COC(=O)c1ccc(C)cc1,C10H10O2
5111,C=COC(=O)c1ccc(Cl)cc1,C9H7ClO2
5112,C=COC(=O)c1ccc(N(C)C)cc1,C11H13NO2
5113,C=COC(=O)c1ccc(N2C(=O)c3ccccc3C2=O)cc1,C17H11NO4
5114,C=COC(=O)c1ccc(OC(C)=O)cc1,C11H10O4
5115,C=COC(=O)c1ccc(OC)cc1,C10H10O3
5116,C=COC(=O)c1ccc([N+](=O)[O-])cc1,C9H7NO4
5117,C=COC(=O)c1ccc2ccccc2c1,C13H10O2
5118,C=COC(=O)c1cccc(C(=O)O)c1,C10H8O4
5119,C=COC(=O)c1cccc(C(=O)OC=C)c1,C12H10O4
5120,C=COC(=O)c1cccc(Cl)c1,C9H7ClO2
5121,C=COC(=O)c1cccc(OC)c1,C10H10O3
5122,C=COC(=O)c1cccc2ccccc12,C13H10O2
5123,C=COC(=O)c1ccccc1,C9H8O2
5124,C=COC(=O)c1ccccc1C,C10H10O2
5125,C=COC(=O)c1ccccc1C(=O)OCC,C12H12O4
5126,C=COC(=O)c1ccccc1Cl,C9H7ClO2
5127,C=COC(=O)c1ccccc1N1C(=O)c2ccccc2C1=O,C17H11NO4
5128,C=COC(=O)c1ccccc1OC(C)=O,C11H10O4
5129,C=COC(=O)c1cccnc1,C8H7NO2
5130,C=COC(=O)c1cccs1,C7H6O2S
5131,C=COC(C(C)C)C(C)C,C9H18O
5132,C=COC(C)(C)C,C6H12O
5133,C=COC(C)(C)C1CC=C(C)CC1,C12H20O
5134,C=COC(C)/C=C/C,C7H12O
5135,C=COC(C)/C=C\C,C7H12O
5136,C=COC(C)/C=C\CCC,C9H16O
5137,C=COC(C)=O,C4H6O2
5138,C=COC(C)C,C5H10O
5139,C=COC(C)C(C)(C)C,C8H16O
5140,C=COC(C)C(C)C,C7H14O
5141,C=COC(C)C1CCCCC1,C10H18O
5142,C=COC(C)C=C(C)C,C8H14O
5143,C=COC(C)CC,C6H12O
5144,C=COC(C)CC(C)C,C8H16O
5145,C=COC(C)CCCCCC,C10H20O
5146,C=COC(C)CCCN(CC)CC,C11H23NO
5147,C=COC(C)CCO,C6H12O2
5148,C=COC(C)COC(C)COCCCC,C12H24O3
5149,C=COC(C)c1ccccc1,C10H12O
5150,C=COC(CCC)OC=C,C8H14O2
5151,C=COC(CCCCC)CCCCC,C13H26O
5152,C=COC(COC(C)=O)COC(C)=O,C9H14O5
5153,C=COC(F)(F)C(F)(F)C(F)(F)F,C5H3F7O
5154,C=COC(c1ccccc1)c1ccccc1,C15H14O
5155,C=COC1C(C2COC(C)(C)O2)OC2OC(C)(C)OC21,C14H22O6
5156,C=COC1CC(C)CCC1C(C)C,C12H22O
5157,C=COC1CC(C)OC1C,C8H14O2
5158,C=COC1CC(CCCC)CCC1CCCC,C16H30O
5159,C=COC1CC2CCC1(C)C2(C)C,C12H20O
5160,C=COC1CCC(C2CCCCC2)CC1,C14H24O
5161,C=COC1CCC(CCCC)CC1,C12H22O
5162,C=COC1CCC(CCCCCCCCCCCC)CC1,C20H38O
5163,C=COC1CCC(OC=C)CC1,C10H16O2
5164,C=COC1CCC2CCCCC2C1,C12H20O
5165,C=COC1CCCCC1,C8H14O
5166,C=COC1CCOC1,C6H10O2
5167,C=COC1CCc2ccccc2C1,C12H14O
5168,C=COC1COCC1OC,C7H12O3
5169,C=COC1OC(=O)C(Cl)=C1Cl,C6H4Cl2O3
5170,C=COC=C,C4H6O
5171,C=COC=O,C3H4O2
5172,C=COCC,C4H8O
5173,C=COCC(=C)Cl,C5H7ClO
5174,C=COCC(C)(C)[N+](=O)[O-],C6H11NO3
5175,C=COCC(C)C,C6H12O
5176,C=COCC(C)CCCCCC,C11H22O
5177,C=COCC(C)O,C5H10O2
5178,C=COCC(C)c1ccccc1,C11H14O
5179,C=COCC(CC)CC,C8H16O
5180,C=COCC(CC)CCCC,C10H20O
5181,C=COCC(COC=C)OC=C,C9H14O3
5182,C=COCC(F)(F)F,C4H5F3O
5183,C=COCC12OCC3OC(C)(C)OC3C1OC(C)(C)O2,C14H22O6
5184,C=COCC1CCC(COC=C)CC1,C12H20O2
5185,C=COCC1CCC2CCCCC2C1,C13H22O
5186,C=COCC1CCCCC1,C9H16O
5187,C=COCC1CCCO1,C7H12O2
5188,C=COCC1CO1,C5H8O2
5189,C=COCC1COC(C)(C)O1,C8H14O3
5190,C=COCC1COC(c2ccccc2)O1,C12H14O3
5191,C=COCC1COCCO1,C7H12O3
5192,C=COCC1COCO1,C6H10O3
5193,C=COCCBr,C4H7BrO
5194,C=COCCC,C5H10O
5195,C=COCCC#N,C5H7NO
5196,C=COCCC(C(C)=O)C(=O)OCC,C10H16O4
5197,C=COCCC(C)C,C7H14O
5198,C=COCCC1CCCCC1,C10H18O
5199,C=COCCCC,C6H12O
5200,C=COCCCC#N,C6H9NO
5201,C=COCCCC(C)C,C8H16O
5202,C=COCCCCC,C7H14O
5203,C=COCCCCC#N,C7H11NO
5204,C=COCCCCC(C(C)=O)C(=O)OCC,C12H20O4
5205,C=COCCCCC(C)C,C9H18O
5206,C=COCCCCCC,C8H16O
5207,C=COCCCCCCC,C9H18O
5208,C=COCCCCCCCC,C10H20O
5209,C=COCCCCCCCC/C=C\CCCCCCCC,C20H38O
5210,C=COCCCCCCCCC,C11H22O
5211,C=COCCCCCCCCCC,C12H24O
5212,C=COCCCCCCCCCCCC,C14H28O
5213,C=COCCCCCCCCCCCCCC,C16H32O
5214,C=COCCCCCCCCCCCCCCCC,C18H36O
5215,C=COCCCCCCCCCCCCCCCCCC,C20H40O
5216,C=COCCCCCCCCCCOC=C,C14H26O2
5217,C=COCCCCCOC=C,C9H16O2
5218,C=COCCCCCOc1ccc(/C=C/c2ccc(C#N)cc2)cc1,C22H23NO2
5219,C=COCCCCO,C6H12O2
5220,C=COCCCCOC=C,C8H14O2
5221,C=COCCCCOCC,C8H16O2
5222,C=COCCCCSC#N,C7H11NOS
5223,C=COCCCCSC(=S)N(CC)CC,C11H21NOS2
5224,C=COCCCO,C5H10O2
5225,C=COCCCOC=C,C7H12O2
5226,C=COCCCOCCC#N,C8H13NO2
5227,C=COCCCOCCCOC=C,C10H18O3
5228,C=COCCCSC#N,C6H9NOS
5229,C=COCCCc1ccccc1,C11H14O
5230,C=COCCCl,C4H7ClO
5231,C=COCCN,C4H9NO
5232,C=COCCN(C)C,C6H13NO
5233,C=COCCN(CC)CC,C8H17NO
5234,C=COCCN(CC)c1ccccc1,C12H17NO
5235,C=COCCN(CCCC)CCCC,C12H25NO
5236,C=COCCN(CCCC)c1ccccc1,C14H21NO
5237,C=COCCN(CCO)CCOC=C,C10H19NO3
5238,C=COCCN(CCOC=C)c1cccc(Cl)c1,C14H18ClNO2
5239,C=COCCN(CCOC=C)c1ccccc1,C14H19NO2
5240,C=COCCN(N)N=O,C4H9N3O2
5241,C=COCCN(c1ccccc1)c1ccccc1,C16H17NO
5242,C=COCCN1C2CCCCC2C2CCCCC21,C16H27NO
5243,C=COCCN1CCCC1,C8H15NO
5244,C=COCCN1CCCC1=O,C8H13NO2
5245,C=COCCN1CCCCC1,C9H17NO
5246,C=COCCN1CCCCCC1,C10H19NO
5247,C=COCCN1CCOCC1,C8H15NO2
5248,C=COCCNCCCC,C8H17NO
5249,C=COCCNCCN1CCOCC1,C10H20N2O2
5250,C=COCCNCCO,C6H13NO2
5251,C=COCCNc1cccc(C)c1,C11H15NO
5252,C=COCCNc1cccc(Cl)c1,C10H12ClNO
5253,C=COCCNc1ccccc1,C10H13NO
5254,C=COCCO,C4H8O2
5255,C=COCCOC,C5H10O2
5256,C=COCCOC(=O)C(=C)C,C8H12O3
5257,C=COCCOC(C)=O,C6H10O3
5258,C=COCCOC=C,C6H10O2
5259,C=COCCOCC,C6H12O2
5260,C=COCCOCC1CO1,C7H12O3
5261,C=COCCOCCC#N,C7H11NO2
5262,C=COCCOCCO,C6H12O3
5263,C=COCCOCCOC,C7H14O3
5264,C=COCCOCCOC=C,C8H14O3
5265,C=COCCOCCOCC,C8H16O3
5266,C=COCCOCCOCC1CO1,C9H16O4
5267,C=COCCOCCOCCC#N,C9H15NO3
5268,C=COCCOCCOCCO,C8H16O4
5269,C=COCCOCCOCCOC=C,C10H18O4
5270,C=COCCOCCOCCOCC,C10H20O4
5271,C=COCCOCCOCCOCC1CO1,C11H20O5
5272,C=COCCOCCOCCOCCOC=C,C12H22O5
5273,C=COCCOCCOCCOCCOCC1CO1,C13H24O6
5274,C=COCCOCCOCCOCCOCCOC=C,C14H26O6
5275,C=COCCOCCOCCOCN(CC)CC,C13H27NO4
5276,C=COCCOCCOCN(CC)CC,C11H23NO3
5277,C=COCCOCCOCN1CCCCC1,C12H23NO3
5278,C=COCCOCCOCN1CCOCC1,C11H21NO4
5279,C=COCCOCN(CC)CC,C9H19NO2
5280,C=COCCO[N+](=O)[O-],C4H7NO4
5281,C=COCCOc1cc(C)ccc1C,C12H16O2
5282,C=COCCOc1cc(CC(C)C)ccc1CC(C)C,C18H28O2
5283,C=COCCOc1ccc(C(C)(C)C)cc1,C14H20O2
5284,C=COCCOc1ccc(C)cc1,C11H14O2
5285,C=COCCOc1ccc(CC(C)C)cc1,C14H20O2
5286,C=COCCOc1ccc(CCCC)cc1,C14H20O2
5287,C=COCCOc1ccc(CCCCCCCCCCCC)cc1,C22H36O2
5288,C=COCCOc1ccc(Cl)cc1,C10H11ClO2
5289,C=COCCOc1ccc2ccccc2c1,C14H14O2
5290,C=COCCOc1cccc(OCCOC=C)c1,C14H18O4
5291,C=COCCOc1ccccc1,C10H12O2
5292,C=COCCSC,C5H10OS
5293,C=COCCSC#N,C5H7NOS
5294,C=COCCSC(=S)N(CC)CC,C9H17NOS2
5295,C=COCCSCC,C6H12OS
5296,C=COCCSCC(CC)CCCC,C12H24OS
5297,C=COCCSCCCC,C8H16OS
5298,C=COCCSCCCCCC,C10H20OS
5299,C=COCCSCCOC=C,C8H14O2S
5300,C=COCCSSCCOC=C,C8H14O2S2
5301,C=COCCc1ccccc1,C10H12O
5302,C=COCOC=C,C5H8O2
5303,C=COCc1ccc(Cl)cc1,C9H9ClO
5304,C=COCc1ccccc1,C9H10O
5305,C=COS(=O)(=O)c1ccc(C)cc1,C9H10O3S
5306,C=CO[C@@H](C)SCc1ccccc1,C11H14OS
5307,C=COc1c(Cl)c(Cl)c(Cl)c(Cl)c1Cl,C8H3Cl5O
5308,C=COc1c(Cl)cc(Cl)cc1Cl,C8H5Cl3O
5309,C=COc1c2ccccc2cc2ccccc12,C16H12O
5310,C=COc1cc(C(C)C)ccc1C,C12H16O
5311,C=COc1cc(C)ccc1C(C)C,C12H16O
5312,C=COc1ccc(C(C)(C)C)cc1,C12H16O
5313,C=COc1ccc(C)cc1,C9H10O
5314,C=COc1ccc(CCCC(C)C)cc1,C14H20O
5315,C=COc1ccc(CCCCCC(C)C)cc1,C16H24O
5316,C=COc1ccc(Cl)cc1,C8H7ClO
5317,C=COc1ccc(Cl)cc1Cl,C8H6Cl2O
5318,C=COc1ccc(N(C)C)cc1,C10H13NO
5319,C=COc1ccc(N(C)CC(C)C)cc1,C13H19NO
5320,C=COc1ccc(N(C)CC)cc1,C11H15NO
5321,C=COc1ccc(N(C)CCC)cc1,C12H17NO
5322,C=COc1ccc(N(C)CCCC)cc1,C13H19NO
5323,C=COc1ccc(N(CC)CC)cc1,C12H17NO
5324,C=COc1ccc(OC=C)cc1,C10H10O2
5325,C=COc1ccc2ccccc2c1,C12H10O
5326,C=COc1cccc(C)c1,C9H10O
5327,C=COc1cccc(N(CC)CC)c1,C12H17NO
5328,C=COc1cccc(O)c1,C8H8O2
5329,C=COc1cccc(OC=C)c1,C10H10O2
5330,C=COc1cccc2ccccc12,C12H10O
5331,C=COc1ccccc1,C8H8O
5332,C=COc1ccccc1C,C9H10O
5333,C=COc1ccccc1CC,C10H12O
5334,C=COc1ccccc1Cl,C8H7ClO
5335,C=COc1ccccc1OC=C,C10H10O2
5336,C=CP(C=C)C=C,C6H9P
5337,C=CS(=O)(=O)C(C)C,C5H10O2S
5338,C=CS(=O)(=O)C1CCCC(N)C1,C8H15NO2S
5339,C=CS(=O)(=O)C=C,C4H6O2S
5340,C=CS(=O)(=O)CC,C4H8O2S
5341,C=CS(=O)(=O)CC(C)C,C6H12O2S
5342,C=CS(=O)(=O)CCC,C5H10O2S
5343,C=CS(=O)(=O)CCCC,C6H12O2S
5344,C=CS(=O)(=O)CCCCCCCC,C10H20O2S
